"","country","lat","lng","confirmed","deaths","iso3c","land_area","pop_density","pop_largest_city","gdp_capita_2018","life_expectancy","pop_0_14_2018","pop_15_64_2018","pop_65_over_2018","pop_2018","iso2c","region","incomeID","income","confirmed_per_100k","deaths_per_100k","mortality_rate"
"383","China",40.1824,116.4142,589,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0422910399000524,0,0
"384","China",40.1824,116.4142,589,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0422910399000524,0.00021540427792896,0.509337860780985
"385","China",40.1824,116.4142,589,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0422910399000524,0.00021540427792896,0.509337860780985
"386","China",40.1824,116.4142,589,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0422910399000524,0,0
"387","China",40.1824,116.4142,589,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0422910399000524,0.00021540427792896,0.509337860780985
"388","China",40.1824,116.4142,589,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0422910399000524,0.00014360285195264,0.33955857385399
"389","China",40.1824,116.4142,589,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0422910399000524,7.18014259763199e-05,0.169779286926995
"390","China",30.0572,107.874,579,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0.000430808555857919,1.03626943005181
"391","China",30.0572,107.874,579,8,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0.000574411407810559,1.38169257340242
"392","China",30.0572,107.874,579,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0.000430808555857919,1.03626943005181
"393","China",30.0572,107.874,579,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,7.18014259763199e-05,0.172711571675302
"394","China",30.0572,107.874,579,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0.00014360285195264,0.345423143350604
"395","China",30.0572,107.874,579,8,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0.000574411407810559,1.38169257340242
"396","China",30.0572,107.874,579,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0.00014360285195264,0.345423143350604
"397","China",30.0572,107.874,579,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0.00014360285195264,0.345423143350604
"398","China",30.0572,107.874,579,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0.000430808555857919,1.03626943005181
"399","China",30.0572,107.874,579,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0.000430808555857919,1.03626943005181
"400","China",30.0572,107.874,579,13,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0.000933418537692159,2.24525043177893
"401","China",30.0572,107.874,579,22,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0.00157963137147904,3.79965457685665
"402","China",30.0572,107.874,579,4,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0.00028720570390528,0.690846286701209
"403","China",30.0572,107.874,579,3219,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0.231128790217774,555.958549222798
"404","China",30.0572,107.874,579,4,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0.00028720570390528,0.690846286701209
"405","China",30.0572,107.874,579,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,7.18014259763199e-05,0.172711571675302
"406","China",30.0572,107.874,579,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0,0
"407","China",30.0572,107.874,579,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,7.18014259763199e-05,0.172711571675302
"408","China",30.0572,107.874,579,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,7.18014259763199e-05,0.172711571675302
"409","China",30.0572,107.874,579,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0.00014360285195264,0.345423143350604
"410","China",30.0572,107.874,579,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0,0
"411","China",30.0572,107.874,579,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0,0
"412","China",30.0572,107.874,579,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0,0
"413","China",30.0572,107.874,579,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0.00021540427792896,0.518134715025907
"414","China",30.0572,107.874,579,7,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0.000502609981834239,1.20898100172712
"415","China",30.0572,107.874,579,7,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0.000502609981834239,1.20898100172712
"416","China",30.0572,107.874,579,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0,0
"417","China",30.0572,107.874,579,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0.00021540427792896,0.518134715025907
"418","China",30.0572,107.874,579,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0.00021540427792896,0.518134715025907
"419","China",30.0572,107.874,579,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0,0
"420","China",30.0572,107.874,579,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0.00021540427792896,0.518134715025907
"421","China",30.0572,107.874,579,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,0.00014360285195264,0.345423143350604
"422","China",30.0572,107.874,579,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0415730256402892,7.18014259763199e-05,0.172711571675302
"423","China",26.0789,117.9874,352,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0252741019436646,0.000430808555857919,1.70454545454545
"424","China",26.0789,117.9874,352,8,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0252741019436646,0.000574411407810559,2.27272727272727
"425","China",26.0789,117.9874,352,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0252741019436646,0.000430808555857919,1.70454545454545
"426","China",26.0789,117.9874,352,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0252741019436646,7.18014259763199e-05,0.284090909090909
"427","China",26.0789,117.9874,352,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0252741019436646,0.00014360285195264,0.568181818181818
"428","China",26.0789,117.9874,352,8,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0252741019436646,0.000574411407810559,2.27272727272727
"429","China",26.0789,117.9874,352,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0252741019436646,0.00014360285195264,0.568181818181818
"430","China",26.0789,117.9874,352,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0252741019436646,0.00014360285195264,0.568181818181818
"431","China",26.0789,117.9874,352,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0252741019436646,0.000430808555857919,1.70454545454545
"432","China",26.0789,117.9874,352,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0252741019436646,0.000430808555857919,1.70454545454545
"433","China",26.0789,117.9874,352,13,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0252741019436646,0.000933418537692159,3.69318181818182
"434","China",26.0789,117.9874,352,22,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0252741019436646,0.00157963137147904,6.25
"435","China",26.0789,117.9874,352,4,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0252741019436646,0.00028720570390528,1.13636363636364
"436","China",26.0789,117.9874,352,3219,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0252741019436646,0.231128790217774,914.488636363636
"437","China",26.0789,117.9874,352,4,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0252741019436646,0.00028720570390528,1.13636363636364
"438","China",26.0789,117.9874,352,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0252741019436646,7.18014259763199e-05,0.284090909090909
"439","China",26.0789,117.9874,352,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0252741019436646,0,0
"440","China",26.0789,117.9874,352,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0252741019436646,7.18014259763199e-05,0.284090909090909
"441","China",26.0789,117.9874,352,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0252741019436646,7.18014259763199e-05,0.284090909090909
