"","id","country","iso3c","admin_level_name","region","category","measure","targeted_pop_group","comments","non_compliance","date_implemented","source","source_type","link","alternative_source","alternative source","timestamp"
"996",1486,"Ecuador","ECU",NA,"Americas","Movement restrictions","Border closure ","No","Air, land and sea borders are closed to all foreigners and Ecuadorians until 3rd of april.","Not applicable",2020-03-17,"Ministry of Foreign Affairs — France","Government","https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/equateur/",2020-03-23,"https://coronavirusecuador.com/acuerdos-ministeriales/",2020-04-08 19:49:33
"997",1487,"Ecuador","ECU",NA,"Americas","Movement restrictions","International flights suspension","No","International transit flights are suspended until 5th of april","Not applicable",2020-03-17,"Ministry of Foreign Affairs — France","Government","https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/equateur/",2020-03-23,"https://coronavirusecuador.com/acuerdos-ministeriales/",2020-04-08 19:49:33
"998",1488,"Ecuador","ECU",NA,"Americas","Movement restrictions","Curfews","No","Change in curfew times: 7pm to 5am.","Up to detention",2020-03-21,"US Embassy","Government","https://ec.usembassy.gov/covid-19-information-ecu-2/",2020-03-23,"https://coronavirusecuador.com/acuerdos-ministeriales/",2020-04-08 19:49:33
"999",1489,"Ecuador","ECU","Guayas Province","Americas","Movement restrictions","Curfews","No","Curfew in Guayas province is from 4 p.m. to 5 a.m","Up to detention",2020-03-21,"US Embassy","Government","https://ec.usembassy.gov/covid-19-information-ecu-2/",2020-03-23,"https://coronavirusecuador.com/acuerdos-ministeriales/",2020-04-08 19:49:33
"1000",2718,"Ecuador","ECU",NA,"Americas","Movement restrictions","Curfews","No","Changes in curfew time: 2pm to 5am.","Up to detention",2020-03-25,"US Embassy","Government","https://ec.usembassy.gov/covid-19-information-ecu-2/",2020-03-27,"https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/equateur/",2020-04-08 19:49:33
"1001",2745,"Ecuador","ECU","Guayas","Americas","Governance and socio-economic measures","Military deployment","No","The province of Guayas (including the city of Guayaquil) has been declared a National Security Zone, with the Armed Forces responsible for enforcing the curfew.","Not applicable",2020-03-25,"Foreign Ministry — UK","Government","https://www.gov.uk/foreign-travel-advice/ecuador/coronavirus",2020-03-27,NA,2020-04-08 19:49:33
"1002",3976,"Ecuador","ECU",NA,"Americas","Lockdown","Partial lockdown","No","Business day remain suspended until 12th of april. From 13th of april, each province will be subject to a different level of confinement, between green, orange and red. Movement restrictions have been extended until end of april.","Not applicable",2020-03-02,"Government — Ecuador","Government","https://www.comunicacion.gob.ec/el-gobierno-nacional-aplicara-medidas-restrictivas-segun-la-condicion-de-emergencia-de-cada-provincia/",2020-04-06,NA,2020-04-08 19:49:33
"1003",3977,"Ecuador","ECU",NA,"Americas","Social distancing","Schools closure ","No","Extension: Schools will remain closed until end of april.","Not applicable",2020-03-02,"Government — Ecuador","Government","https://www.comunicacion.gob.ec/el-gobierno-nacional-aplicara-medidas-restrictivas-segun-la-condicion-de-emergencia-de-cada-provincia/",2020-04-06,NA,2020-04-08 19:49:33
"1004",3978,"Ecuador","ECU",NA,"Americas","Public health measures","Strengthening the public health system","No",NA,"Not applicable",2020-03-05,"Government — Ecuador","Government","https://www.comunicacion.gob.ec/el-gobierno-nacional-fortalece-las-medidas-para-proteger-al-personal-de-salud/",2020-04-06,NA,2020-04-08 19:49:33
"1005",3979,"Ecuador","ECU",NA,"Americas","Movement restrictions","Domestic travel restrictions","No","Extension: Inter-provincial travels and population movements remain suspended until end of april.","Not applicable",2020-03-02,"Government — Ecuador","Government","https://www.comunicacion.gob.ec/el-gobierno-nacional-aplicara-medidas-restrictivas-segun-la-condicion-de-emergencia-de-cada-provincia/",2020-04-06,NA,2020-04-08 19:49:33
"1006",3980,"Ecuador","ECU",NA,"Americas","Movement restrictions","International flights suspension","No","Extension: International travels remain suspended until end of april.","Not applicable",2020-03-02,"Government — Ecuador","Government","https://www.comunicacion.gob.ec/el-gobierno-nacional-aplicara-medidas-restrictivas-segun-la-condicion-de-emergencia-de-cada-provincia/",2020-04-06,NA,2020-04-08 19:49:33
"1007",3981,"Ecuador","ECU",NA,"Americas","Movement restrictions","Surveillance and monitoring","No","Online platform to monitor the implementation of quarantine policies.","Not applicable",2020-03-03,"Government — Ecuador","Government","https://www.comunicacion.gob.ec/con-una-plataforma-tecnologica-se-controlara-que-pacientes-con-covid-19-no-violen-el-aislamiento-obligatorio/",2020-04-06,NA,2020-04-08 19:49:33
"1008",3982,"Ecuador","ECU",NA,"Americas","Governance and socio-economic measures","Economic measures","Yes","Financial support to low-income households.","Not applicable",2020-03-02,"Government — Ecuador","Government","https://www.comunicacion.gob.ec/beneficiarios-de-varias-provincias-estan-accediendo-al-bono-de-proteccion-familiar/",2020-04-06,NA,2020-04-08 19:49:33
"1009",4002,"Ecuador","ECU",NA,"Americas","Social distancing","Limit public gatherings","No","Extension: Large events remain suspended for april and may.","Not applicable",2020-04-02,"El Comercio","Media","https://www.elcomercio.com/actualidad/coe-suspension-clases-jornada-laboral.html",2020-04-06,"https://twitter.com/Lenin/status/1245733384418136066",2020-04-08 19:49:33
"1010",4003,"Ecuador","ECU",NA,"Americas","Movement restrictions","Domestic travel restrictions","No","New restrictions for private vehicles apply nationwide, with vehicule allowed to travel depending on their license plates.","Not applicable",2020-03-28,"Foreign Ministry — UK","Government","https://www.gov.uk/foreign-travel-advice/ecuador/coronavirus",2020-04-06,NA,2020-04-08 19:49:33
"1011",795,"Egypt","EGY",NA,"Africa","Movement restrictions","International flights suspension","No","Air traffic suspended.",NA,2020-03-19,"Ministry of Foreign Affairs - Italy","Government","http://www.viaggiaresicuri.it",2020-03-17,NA,2020-04-08 19:49:33
"1012",1163,"Egypt","EGY",NA,"Africa","Movement restrictions","International flights suspension","No","All International passenger flights (at least until 31. March) *Cargo and domestic flights are uneffected",NA,2020-03-19,"International SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS",2020-03-20,NA,2020-04-08 19:49:33
"1013",1166,"Egypt","EGY",NA,"Africa","Social distancing","Schools closure ","No","All school and univerisies (until at least 28. march)",NA,2020-03-15,"gov.uk","Government","https://www.gov.uk/foreign-travel-advice/egypt/coronavirus",2020-03-20,NA,2020-04-08 19:49:33
"1014",1166,"Egypt","EGY",NA,"Africa","Public health measures","Introduction of quarantine policies","No","14-day quarantine in all cases",NA,2020-03-17,"US Embassy of Egypt","Government","https://eg.usembassy.gov/u-s-citizen-services/covid-19-information/",2020-03-20,NA,2020-04-08 19:49:33
"1015",1171,"Egypt","EGY",NA,"Africa","Social distancing","Public services closure ","No","All large public events",NA,2020-03-15,"gov.uk","Government","https://www.gov.uk/foreign-travel-advice/egypt/coronavirus",2020-03-20,NA,2020-04-08 19:49:33
"1016",2225,"Egypt","EGY",NA,"Africa","Movement restrictions","Curfews","No","two weeks the Government of Egypt will begin enforcing a nighttime curfew from 7:00 p.m. to 6:00 a.m. Anyone who violates the curfew could face a 4000 EGP fine or possible imprisonment.","Fines",2020-03-25,"US Embassy Egypt","Government","https://eg.usembassy.gov/u-s-citizen-services/covid-19-information/",2020-03-25,NA,2020-04-08 19:49:33
"1017",2226,"Egypt","EGY",NA,"Africa","Movement restrictions","International flights suspension","No","extended: The suspension of incoming commercial passenger flights into Egypt has also been extended for two weeks beyond March 31.  (April 14, 2020)","Not applicable",2020-03-25,"US Embassy Egypt","Government","https://eg.usembassy.gov/u-s-citizen-services/covid-19-information/",2020-03-25,NA,2020-04-08 19:49:33
"1018",2227,"Egypt","EGY",NA,"Africa","Social distancing","Schools closure ","No","Extended for an additional 2 weeks until 14. april","Not applicable",2020-03-25,"US Embassy Egypt","Government","https://eg.usembassy.gov/u-s-citizen-services/covid-19-information/",2020-03-25,NA,2020-04-08 19:49:33
"1019",2233,"Egypt","EGY",NA,"Africa","Public health measures","Strengthening the public health system","No","All non-health government services are currently suspended. Expiring government documents will be extended for two weeks (14. april).","Not applicable",2020-03-25,"US Embassy Egypt","Government","https://eg.usembassy.gov/u-s-citizen-services/covid-19-information/",2020-03-25,NA,2020-04-08 19:49:33
"1020",2981,"Egypt","EGY",NA,"Africa","Movement restrictions","Domestic travel restrictions","No","All public transport will be closed during the curfew.","Up to detention",2020-03-25,"International SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS",2020-03-29,NA,2020-04-08 19:49:33
"1021",3860,"Egypt","EGY",NA,"Africa","Governance and socio-economic measures","Economic measures","Yes","government has introduced several economic measures to reduce impact to key sectors, delayed taxes and banks have cut interest rates, etc.","Not applicable",2020-03-17,"al-monitor","Media","https://www.al-monitor.com/pulse/originals/2020/03/egypt-economic-measures-industry-coronavirus-outbreak.html",2020-04-05,NA,2020-04-08 19:49:33
"1022",3861,"Egypt","EGY",NA,"Africa","Movement restrictions","Visa restrictions","No","All visa interviews, including for Non-Immigrant Visas and Immigrant Visas, have been suspended until further notice.","Not applicable",2020-03-24,"US Embassy","Government","https://eg.usembassy.gov/u-s-citizen-services/covid-19-information/",2020-04-05,NA,2020-04-08 19:49:33
"1023",104,"El Salvador","SLV",NA,"Americas","Public health measures","Introduction of quarantine policies","No","ALL travellers from abroad. Quarantine for 30 days.","Not available",2020-03-12,"Ministry of Foreign Affairs - France","Government","https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/salvador/",2020-03-14,NA,2020-04-08 19:49:33
"1024",105,"El Salvador","SLV",NA,"Americas","Public health measures","Health screenings in airports and border crossings","No","Travellers from affected countries.","Refusal to enter the country",2020-03-12,"Ministry of Foreign Affairs - France","Government","https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/salvador/",2020-03-14,NA,2020-04-08 19:49:33
"1025",1132,"El Salvador","SLV",NA,"Americas","Movement restrictions","Border closure ","No","As of 23:59 (local time) on March 17, El Salvador International Airport (SAL) will close all operations for 15 days. Only air cargo transportation, maintenance, and humanitarian missions will be allowed to continue operations at SAL.",NA,2020-03-17,"GardaWorld","Other organisations","https://www.garda.com/crisis24/news-alerts/324426/el-salvador-new-covid-19-containment-measures-implemented-march-17-update-5",2020-03-21,NA,2020-04-08 19:49:33
"1026",1133,"El Salvador","SLV",NA,"Americas","Governance and socio-economic measures","State of emergency declared","No","A state of emergency was declared on March 14",NA,2020-03-14,"GardaWorld","Other organisations","https://www.garda.com/crisis24/news-alerts/324426/el-salvador-new-covid-19-containment-measures-implemented-march-17-update-5",2020-03-21,NA,2020-04-08 19:49:33
"1027",1134,"El Salvador","SLV",NA,"Americas","Social distancing","Schools closure ","Yes","all private and public schools have been canceled for 21 days from March 11",NA,2020-03-11,"GardaWorld","Other organisations","https://www.garda.com/crisis24/news-alerts/324426/el-salvador-new-covid-19-containment-measures-implemented-march-17-update-5",2020-03-21,NA,2020-04-08 19:49:33
